[v3-judge] start  Tue Apr 28 09:45:25 PM EDT 2026
  4000/5394  (48.5/s)  [Cost] 8020 calls | 6,572,887 in + 14,180 out tokens | $0.9944
  4200/5394  (48.6/s)  [Cost] 8427 calls | 6,908,699 in + 14,906 out tokens | $1.0452
  4400/5394  (48.7/s)  [Cost] 8827 calls | 7,235,040 in + 15,623 out tokens | $1.0946
  4600/5394  (48.8/s)  [Cost] 9223 calls | 7,560,894 in + 16,327 out tokens | $1.1439
  4800/5394  (48.8/s)  [Cost] 9623 calls | 7,894,227 in + 17,039 out tokens | $1.1944
  5000/5394  (48.9/s)  [Cost] 10019 calls | 8,217,288 in + 17,754 out tokens | $1.2432
  5200/5394  (48.9/s)  [Cost] 10425 calls | 8,550,375 in + 18,465 out tokens | $1.2936
  5394/5394  (49.0/s)  [Cost] 10788 calls | 8,843,512 in + 19,125 out tokens | $1.3380
[saved] data/generated/final_v3/judged/medical_tutor_strong.jsonl  [Cost] 10788 calls | 8,843,512 in + 19,125 out tokens | $1.3380
[v3-judge] === sports_tutor_strong  7172 rows  Tue Apr 28 09:47:16 PM EDT 2026 ===
[judge] data/generated/final_v3/raw/sports_tutor_strong.jsonl  rows=7172  domain=sports/tutor
  200/7172  (23.1/s)  [Cost] 437 calls | 360,998 in + 844 out tokens | $0.0547
  400/7172  (32.0/s)  [Cost] 828 calls | 687,242 in + 1,610 out tokens | $0.1041
  600/7172  (36.6/s)  [Cost] 1228 calls | 1,032,333 in + 2,394 out tokens | $0.1563
  800/7172  (39.3/s)  [Cost] 1624 calls | 1,358,437 in + 3,159 out tokens | $0.2057
  1000/7172  (41.1/s)  [Cost] 2031 calls | 1,697,917 in + 3,943 out tokens | $0.2571
  1200/7172  (42.8/s)  [Cost] 2419 calls | 2,028,189 in + 4,703 out tokens | $0.3071
  1400/7172  (43.8/s)  [Cost] 2827 calls | 2,369,426 in + 5,497 out tokens | $0.3587
  1600/7172  (44.7/s)  [Cost] 3217 calls | 2,695,798 in + 6,256 out tokens | $0.4081
  1800/7172  (45.3/s)  [Cost] 3626 calls | 3,050,588 in + 7,055 out tokens | $0.4618
  2000/7172  (46.0/s)  [Cost] 4016 calls | 3,380,021 in + 7,812 out tokens | $0.5117
  2200/7172  (46.2/s)  [Cost] 4416 calls | 3,708,706 in + 8,587 out tokens | $0.5615
  2400/7172  (46.5/s)  [Cost] 4826 calls | 4,052,902 in + 9,374 out tokens | $0.6136
  2600/7172  (46.9/s)  [Cost] 5223 calls | 4,390,082 in + 10,147 out tokens | $0.6646
  2800/7172  (47.1/s)  [Cost] 5625 calls | 4,729,223 in + 10,930 out tokens | $0.7159
  3000/7172  (47.4/s)  [Cost] 6017 calls | 5,064,271 in + 11,693 out tokens | $0.7667
  3200/7172  (47.6/s)  [Cost] 6427 calls | 5,413,140 in + 12,491 out tokens | $0.8195
  3400/7172  (47.8/s)  [Cost] 6828 calls | 5,749,687 in + 13,262 out tokens | $0.8704
  3600/7172  (48.0/s)  [Cost] 7221 calls | 6,080,593 in + 14,030 out tokens | $0.9205
  3800/7172  (48.1/s)  [Cost] 7621 calls | 6,420,960 in + 14,800 out tokens | $0.9720
  4000/7172  (48.3/s)  [Cost] 8018 calls | 6,753,215 in + 15,569 out tokens | $1.0223
  4200/7172  (48.4/s)  [Cost] 8429 calls | 7,101,557 in + 16,370 out tokens | $1.0751
  4400/7172  (48.7/s)  [Cost] 8824 calls | 7,438,622 in + 17,135 out tokens | $1.1261
  4600/7172  (48.8/s)  [Cost] 9223 calls | 7,776,314 in + 17,909 out tokens | $1.1772
  4800/7172  (49.0/s)  [Cost] 9620 calls | 8,110,206 in + 18,683 out tokens | $1.2277
  5000/7172  (49.1/s)  [Cost] 10026 calls | 8,451,678 in + 19,476 out tokens | $1.2794
  5200/7172  (49.0/s)  [Cost] 10433 calls | 8,796,597 in + 20,259 out tokens | $1.3316
  5400/7172  (49.1/s)  [Cost] 10828 calls | 9,131,517 in + 21,027 out tokens | $1.3823
  5600/7172  (49.2/s)  [Cost] 11227 calls | 9,464,151 in + 21,808 out tokens | $1.4327
  5800/7172  (49.3/s)  [Cost] 11625 calls | 9,799,954 in + 22,575 out tokens | $1.4835
  6000/7172  (49.3/s)  [Cost] 12020 calls | 10,127,800 in + 23,334 out tokens | $1.5332
  6200/7172  (49.3/s)  [Cost] 12425 calls | 10,467,422 in + 24,128 out tokens | $1.5846
  6400/7172  (49.3/s)  [Cost] 12825 calls | 10,808,133 in + 24,902 out tokens | $1.6362
  6600/7172  (49.3/s)  [Cost] 13226 calls | 11,147,148 in + 25,688 out tokens | $1.6875
  6800/7172  (49.3/s)  [Cost] 13623 calls | 11,482,879 in + 26,453 out tokens | $1.7383
  7000/7172  (49.3/s)  [Cost] 14021 calls | 11,819,736 in + 27,235 out tokens | $1.7893
  7172/7172  (49.2/s)  [Cost] 14344 calls | 12,099,118 in + 27,867 out tokens | $1.8316
[saved] data/generated/final_v3/judged/sports_tutor_strong.jsonl  [Cost] 14344 calls | 12,099,118 in + 27,867 out tokens | $1.8316
[v3-judge] === finance_tutor_strong  6690 rows  Tue Apr 28 09:49:43 PM EDT 2026 ===
[judge] data/generated/final_v3/raw/finance_tutor_strong.jsonl  rows=6690  domain=finance/tutor
  200/6690  (25.6/s)  [Cost] 438 calls | 352,643 in + 868 out tokens | $0.0534
  400/6690  (33.8/s)  [Cost] 829 calls | 673,056 in + 1,638 out tokens | $0.1019
  600/6690  (37.9/s)  [Cost] 1225 calls | 1,004,544 in + 2,419 out tokens | $0.1521
  800/6690  (39.5/s)  [Cost] 1625 calls | 1,335,252 in + 3,209 out tokens | $0.2022
  1000/6690  (41.2/s)  [Cost] 2023 calls | 1,662,095 in + 3,999 out tokens | $0.2517
  1200/6690  (42.8/s)  [Cost] 2418 calls | 1,989,131 in + 4,784 out tokens | $0.3012
  1400/6690  (44.2/s)  [Cost] 2814 calls | 2,316,717 in + 5,569 out tokens | $0.3508
  1600/6690  (44.5/s)  [Cost] 3223 calls | 2,650,756 in + 6,376 out tokens | $0.4014
  1800/6690  (45.4/s)  [Cost] 3622 calls | 2,981,297 in + 7,171 out tokens | $0.4515
  2000/6690  (46.1/s)  [Cost] 4029 calls | 3,318,577 in + 7,980 out tokens | $0.5026
  2200/6690  (46.8/s)  [Cost] 4424 calls | 3,641,720 in + 8,764 out tokens | $0.5515
  2400/6690  (47.3/s)  [Cost] 4825 calls | 3,971,916 in + 9,559 out tokens | $0.6015
  2600/6690  (47.7/s)  [Cost] 5213 calls | 4,292,314 in + 10,331 out tokens | $0.6500
  2800/6690  (48.0/s)  [Cost] 5628 calls | 4,633,919 in + 11,156 out tokens | $0.7018
  3000/6690  (48.4/s)  [Cost] 6027 calls | 4,964,063 in + 11,949 out tokens | $0.7518
  3200/6690  (48.7/s)  [Cost] 6427 calls | 5,291,828 in + 12,738 out tokens | $0.8014
  3400/6690  (49.0/s)  [Cost] 6820 calls | 5,612,266 in + 13,521 out tokens | $0.8500
  3600/6690  (49.3/s)  [Cost] 7225 calls | 5,947,627 in + 14,326 out tokens | $0.9007
  3800/6690  (49.5/s)  [Cost] 7625 calls | 6,273,326 in + 15,116 out tokens | $0.9501
  4000/6690  (49.5/s)  [Cost] 8021 calls | 6,598,966 in + 15,902 out tokens | $0.9994
  4200/6690  (49.7/s)  [Cost] 8425 calls | 6,928,798 in + 16,699 out tokens | $1.0493
  4400/6690  (49.9/s)  [Cost] 8824 calls | 7,256,405 in + 17,491 out tokens | $1.0990
  4600/6690  (50.0/s)  [Cost] 9229 calls | 7,591,232 in + 18,296 out tokens | $1.1497
  4800/6690  (50.2/s)  [Cost] 9623 calls | 7,918,557 in + 19,076 out tokens | $1.1992
  5000/6690  (50.4/s)  [Cost] 10024 calls | 8,250,002 in + 19,873 out tokens | $1.2494
  5200/6690  (50.5/s)  [Cost] 10427 calls | 8,580,941 in + 20,674 out tokens | $1.2995
  5400/6690  (50.7/s)  [Cost] 10833 calls | 8,915,862 in + 21,476 out tokens | $1.3503
  5600/6690  (50.9/s)  [Cost] 11225 calls | 9,243,822 in + 22,252 out tokens | $1.3999
  5800/6690  (51.0/s)  [Cost] 11623 calls | 9,572,349 in + 23,043 out tokens | $1.4497
  6000/6690  (51.1/s)  [Cost] 12028 calls | 9,904,704 in + 23,842 out tokens | $1.5000
  6200/6690  (51.1/s)  [Cost] 12426 calls | 10,233,800 in + 24,625 out tokens | $1.5498
  6400/6690  (51.2/s)  [Cost] 12822 calls | 10,562,507 in + 25,411 out tokens | $1.5996
  6600/6690  (51.3/s)  [Cost] 13220 calls | 10,890,791 in + 26,203 out tokens | $1.6493
  6690/6690  (49.0/s)  [Cost] 13380 calls | 11,022,990 in + 26,520 out tokens | $1.6694
[saved] data/generated/final_v3/judged/finance_tutor_strong.jsonl  [Cost] 13380 calls | 11,022,990 in + 26,520 out tokens | $1.6694
[v3-judge] === medical_summarization_strong  16084 rows  Tue Apr 28 09:52:01 PM EDT 2026 ===
[judge] data/generated/final_v3/raw/medical_summarization_strong.jsonl  rows=16084  domain=medical/summarization
  200/16084  (19.9/s)  [Cost] 439 calls | 360,675 in + 878 out tokens | $0.0546
  400/16084  (29.0/s)  [Cost] 827 calls | 691,012 in + 1,654 out tokens | $0.1046
  600/16084  (34.5/s)  [Cost] 1222 calls | 1,028,261 in + 2,443 out tokens | $0.1557
  800/16084  (37.9/s)  [Cost] 1617 calls | 1,355,974 in + 3,233 out tokens | $0.2053
  1000/16084  (40.3/s)  [Cost] 2017 calls | 1,690,779 in + 4,033 out tokens | $0.2560
  1200/16084  (42.0/s)  [Cost] 2423 calls | 2,033,452 in + 4,845 out tokens | $0.3079
  1400/16084  (43.2/s)  [Cost] 2828 calls | 2,373,041 in + 5,655 out tokens | $0.3593
  1600/16084  (44.3/s)  [Cost] 3218 calls | 2,699,389 in + 6,435 out tokens | $0.4088
  1800/16084  (45.2/s)  [Cost] 3615 calls | 3,036,486 in + 7,228 out tokens | $0.4598
  2000/16084  (45.8/s)  [Cost] 4020 calls | 3,371,560 in + 8,038 out tokens | $0.5106
  2200/16084  (46.4/s)  [Cost] 4426 calls | 3,708,444 in + 8,850 out tokens | $0.5616
  2400/16084  (46.9/s)  [Cost] 4824 calls | 4,038,900 in + 9,645 out tokens | $0.6116
  2600/16084  (47.4/s)  [Cost] 5219 calls | 4,367,374 in + 10,435 out tokens | $0.6614
  2800/16084  (47.7/s)  [Cost] 5626 calls | 4,702,161 in + 11,249 out tokens | $0.7121
  3000/16084  (47.9/s)  [Cost] 6026 calls | 5,042,101 in + 12,048 out tokens | $0.7635
  3200/16084  (48.2/s)  [Cost] 6421 calls | 5,375,254 in + 12,838 out tokens | $0.8140
  3400/16084  (48.4/s)  [Cost] 6819 calls | 5,705,287 in + 13,634 out tokens | $0.8640
  3600/16084  (48.7/s)  [Cost] 7223 calls | 6,042,364 in + 14,441 out tokens | $0.9150
  3800/16084  (48.9/s)  [Cost] 7619 calls | 6,375,496 in + 15,233 out tokens | $0.9655
  4000/16084  (49.1/s)  [Cost] 8019 calls | 6,709,462 in + 16,033 out tokens | $1.0160
  4200/16084  (49.3/s)  [Cost] 8424 calls | 7,047,521 in + 16,842 out tokens | $1.0672
  4400/16084  (49.4/s)  [Cost] 8823 calls | 7,381,102 in + 17,640 out tokens | $1.1177
  4600/16084  (49.5/s)  [Cost] 9217 calls | 7,709,019 in + 18,428 out tokens | $1.1674
  4800/16084  (49.7/s)  [Cost] 9618 calls | 8,043,455 in + 19,230 out tokens | $1.2181
  5000/16084  (49.7/s)  [Cost] 10023 calls | 8,384,033 in + 20,040 out tokens | $1.2696
  5200/16084  (49.8/s)  [Cost] 10425 calls | 8,724,485 in + 20,844 out tokens | $1.3212
  5400/16084  (49.9/s)  [Cost] 10822 calls | 9,056,719 in + 21,637 out tokens | $1.3715
  5600/16084  (50.0/s)  [Cost] 11225 calls | 9,398,022 in + 22,443 out tokens | $1.4232
  5800/16084  (50.1/s)  [Cost] 11625 calls | 9,732,732 in + 23,243 out tokens | $1.4739
  6000/16084  (50.2/s)  [Cost] 12022 calls | 10,064,409 in + 24,037 out tokens | $1.5241
  6200/16084  (49.8/s)  [Cost] 12420 calls | 10,392,718 in + 24,833 out tokens | $1.5738
  6400/16084  (49.9/s)  [Cost] 12822 calls | 10,731,191 in + 25,637 out tokens | $1.6251
  6600/16084  (49.9/s)  [Cost] 13227 calls | 11,069,160 in + 26,447 out tokens | $1.6762
  6800/16084  (50.0/s)  [Cost] 13623 calls | 11,398,927 in + 27,239 out tokens | $1.7262
  7000/16084  (50.0/s)  [Cost] 14021 calls | 11,733,507 in + 28,035 out tokens | $1.7768
  7200/16084  (50.1/s)  [Cost] 14417 calls | 12,063,549 in + 28,827 out tokens | $1.8268
  7400/16084  (50.2/s)  [Cost] 14821 calls | 12,401,230 in + 29,635 out tokens | $1.8780
  7600/16084  (50.2/s)  [Cost] 15228 calls | 12,740,335 in + 30,448 out tokens | $1.9293
  7800/16084  (50.3/s)  [Cost] 15621 calls | 13,066,322 in + 31,234 out tokens | $1.9787
  8000/16084  (50.3/s)  [Cost] 16023 calls | 13,404,353 in + 32,038 out tokens | $2.0299
  8200/16084  (50.3/s)  [Cost] 16423 calls | 13,735,652 in + 32,838 out tokens | $2.0801
  8400/16084  (50.4/s)  [Cost] 16824 calls | 14,069,241 in + 33,640 out tokens | $2.1306
  8600/16084  (50.4/s)  [Cost] 17225 calls | 14,405,112 in + 34,442 out tokens | $2.1814
  8800/16084  (50.5/s)  [Cost] 17623 calls | 14,737,818 in + 35,238 out tokens | $2.2318
  9000/16084  (50.5/s)  [Cost] 18024 calls | 15,075,036 in + 36,039 out tokens | $2.2829
  9200/16084  (50.5/s)  [Cost] 18420 calls | 15,406,796 in + 36,831 out tokens | $2.3331
  9400/16084  (50.5/s)  [Cost] 18827 calls | 15,742,523 in + 37,645 out tokens | $2.3840
  9600/16084  (50.5/s)  [Cost] 19225 calls | 16,077,429 in + 38,441 out tokens | $2.4347
  9800/16084  (50.5/s)  [Cost] 19623 calls | 16,416,649 in + 39,237 out tokens | $2.4860
  10000/16084  (50.6/s)  [Cost] 20025 calls | 16,754,277 in + 40,040 out tokens | $2.5372
  10200/16084  (50.6/s)  [Cost] 20423 calls | 17,089,948 in + 40,836 out tokens | $2.5880
  10400/16084  (50.6/s)  [Cost] 20826 calls | 17,428,516 in + 41,642 out tokens | $2.6393
  10600/16084  (50.6/s)  [Cost] 21225 calls | 17,758,787 in + 42,439 out tokens | $2.6893
  10800/16084  (50.7/s)  [Cost] 21619 calls | 18,088,115 in + 43,227 out tokens | $2.7392
  11000/16084  (50.7/s)  [Cost] 22015 calls | 18,426,188 in + 44,019 out tokens | $2.7903
  11200/16084  (50.7/s)  [Cost] 22428 calls | 18,776,818 in + 44,845 out tokens | $2.8434
  11400/16084  (50.7/s)  [Cost] 22827 calls | 19,109,299 in + 45,643 out tokens | $2.8938
  11600/16084  (50.8/s)  [Cost] 23224 calls | 19,443,209 in + 46,437 out tokens | $2.9443
  11800/16084  (50.8/s)  [Cost] 23625 calls | 19,775,499 in + 47,238 out tokens | $2.9947
  12000/16084  (50.8/s)  [Cost] 24023 calls | 20,110,091 in + 48,034 out tokens | $3.0453
  12200/16084  (50.8/s)  [Cost] 24422 calls | 20,446,366 in + 48,832 out tokens | $3.0963
  12400/16084  (50.8/s)  [Cost] 24830 calls | 20,782,764 in + 49,648 out tokens | $3.1472
  12600/16084  (50.9/s)  [Cost] 25229 calls | 21,117,644 in + 50,446 out tokens | $3.1979
  12800/16084  (50.9/s)  [Cost] 25626 calls | 21,452,153 in + 51,240 out tokens | $3.2486
  13000/16084  (51.0/s)  [Cost] 26022 calls | 21,782,417 in + 52,030 out tokens | $3.2986
  13200/16084  (51.0/s)  [Cost] 26422 calls | 22,119,429 in + 52,830 out tokens | $3.3496
  13400/16084  (51.0/s)  [Cost] 26825 calls | 22,459,478 in + 53,636 out tokens | $3.4011
  13600/16084  (51.0/s)  [Cost] 27221 calls | 22,791,958 in + 54,428 out tokens | $3.4515
  13800/16084  (51.1/s)  [Cost] 27620 calls | 23,124,435 in + 55,225 out tokens | $3.5018
  14000/16084  (51.1/s)  [Cost] 28021 calls | 23,461,901 in + 56,026 out tokens | $3.5529
  14200/16084  (51.1/s)  [Cost] 28424 calls | 23,798,493 in + 56,832 out tokens | $3.6039
  14400/16084  (51.1/s)  [Cost] 28823 calls | 24,133,849 in + 57,629 out tokens | $3.6547
  14600/16084  (51.1/s)  [Cost] 29223 calls | 24,470,684 in + 58,429 out tokens | $3.7057
  14800/16084  (51.1/s)  [Cost] 29625 calls | 24,806,971 in + 59,233 out tokens | $3.7566
  15000/16084  (51.1/s)  [Cost] 30028 calls | 25,141,910 in + 60,039 out tokens | $3.8073
  15200/16084  (51.2/s)  [Cost] 30425 calls | 25,477,264 in + 60,833 out tokens | $3.8581
  15400/16084  (51.2/s)  [Cost] 30821 calls | 25,810,317 in + 61,625 out tokens | $3.9085
  15600/16084  (51.2/s)  [Cost] 31225 calls | 26,148,438 in + 62,433 out tokens | $3.9597
  15800/16084  (51.2/s)  [Cost] 31625 calls | 26,486,601 in + 63,232 out tokens | $4.0109
  16000/16084  (51.2/s)  [Cost] 32022 calls | 26,824,985 in + 64,026 out tokens | $4.0622
  16084/16084  (51.2/s)  [Cost] 32168 calls | 26,950,820 in + 64,318 out tokens | $4.0812
[saved] data/generated/final_v3/judged/medical_summarization_strong.jsonl  [Cost] 32168 calls | 26,950,820 in + 64,318 out tokens | $4.0812
[v3-judge] === sports_summarization_strong  17588 rows  Tue Apr 28 09:57:16 PM EDT 2026 ===
[judge] data/generated/final_v3/raw/sports_summarization_strong.jsonl  rows=17588  domain=sports/summarization
  200/17588  (20.3/s)  [Cost] 415 calls | 335,198 in + 830 out tokens | $0.0508
  400/17588  (29.2/s)  [Cost] 826 calls | 675,948 in + 1,652 out tokens | $0.1024
  600/17588  (34.4/s)  [Cost] 1226 calls | 1,013,352 in + 2,452 out tokens | $0.1535
  800/17588  (37.7/s)  [Cost] 1625 calls | 1,341,793 in + 3,250 out tokens | $0.2032
  1000/17588  (40.2/s)  [Cost] 2020 calls | 1,670,296 in + 4,040 out tokens | $0.2530
  1200/17588  (41.8/s)  [Cost] 2422 calls | 2,006,760 in + 4,844 out tokens | $0.3039
  1400/17588  (43.1/s)  [Cost] 2824 calls | 2,335,188 in + 5,648 out tokens | $0.3537
  1600/17588  (44.1/s)  [Cost] 3225 calls | 2,664,504 in + 6,450 out tokens | $0.4035
  1800/17588  (45.0/s)  [Cost] 3622 calls | 2,995,284 in + 7,242 out tokens | $0.4536
  2000/17588  (45.7/s)  [Cost] 4022 calls | 3,327,658 in + 8,042 out tokens | $0.5040
  2200/17588  (46.0/s)  [Cost] 4417 calls | 3,652,664 in + 8,831 out tokens | $0.5532
  2400/17588  (46.5/s)  [Cost] 4820 calls | 3,984,906 in + 9,637 out tokens | $0.6035
  2600/17588  (46.9/s)  [Cost] 5224 calls | 4,320,033 in + 10,445 out tokens | $0.6543
  2800/17588  (47.3/s)  [Cost] 5625 calls | 4,650,833 in + 11,247 out tokens | $0.7044
  3000/17588  (47.7/s)  [Cost] 6017 calls | 4,974,362 in + 12,031 out tokens | $0.7534
  3200/17588  (47.9/s)  [Cost] 6423 calls | 5,316,254 in + 12,843 out tokens | $0.8051
  3400/17588  (48.2/s)  [Cost] 6827 calls | 5,648,596 in + 13,651 out tokens | $0.8555
  3600/17588  (48.4/s)  [Cost] 7231 calls | 5,983,151 in + 14,459 out tokens | $0.9061
  3800/17588  (48.7/s)  [Cost] 7628 calls | 6,310,414 in + 15,253 out tokens | $0.9557
  4000/17588  (48.9/s)  [Cost] 8020 calls | 6,635,412 in + 16,036 out tokens | $1.0049
  4200/17588  (49.0/s)  [Cost] 8430 calls | 6,977,810 in + 16,856 out tokens | $1.0568
  4400/17588  (49.3/s)  [Cost] 8824 calls | 7,307,183 in + 17,644 out tokens | $1.1067
  4600/17588  (49.4/s)  [Cost] 9223 calls | 7,640,507 in + 18,442 out tokens | $1.1571
  4800/17588  (49.6/s)  [Cost] 9618 calls | 7,964,660 in + 19,232 out tokens | $1.2062
  5000/17588  (49.6/s)  [Cost] 10033 calls | 8,307,473 in + 20,061 out tokens | $1.2582
  5200/17588  (49.8/s)  [Cost] 10422 calls | 8,629,330 in + 20,839 out tokens | $1.3069
  5400/17588  (49.9/s)  [Cost] 10823 calls | 8,958,988 in + 21,640 out tokens | $1.3568
  5600/17588  (50.0/s)  [Cost] 11220 calls | 9,291,147 in + 22,433 out tokens | $1.4071
  5800/17588  (50.1/s)  [Cost] 11626 calls | 9,628,424 in + 23,245 out tokens | $1.4582
  6000/17588  (50.2/s)  [Cost] 12023 calls | 9,955,657 in + 24,039 out tokens | $1.5078
  6200/17588  (50.3/s)  [Cost] 12421 calls | 10,284,958 in + 24,835 out tokens | $1.5576
  6400/17588  (50.3/s)  [Cost] 12827 calls | 10,619,125 in + 25,647 out tokens | $1.6083
  6600/17588  (50.4/s)  [Cost] 13232 calls | 10,955,092 in + 26,457 out tokens | $1.6591
  6800/17588  (50.5/s)  [Cost] 13627 calls | 11,279,175 in + 27,247 out tokens | $1.7082
  7000/17588  (50.6/s)  [Cost] 14022 calls | 11,607,751 in + 28,037 out tokens | $1.7580
  7200/17588  (50.6/s)  [Cost] 14420 calls | 11,936,367 in + 28,833 out tokens | $1.8078
  7400/17588  (50.7/s)  [Cost] 14820 calls | 12,266,592 in + 29,633 out tokens | $1.8578
  7600/17588  (50.8/s)  [Cost] 15221 calls | 12,597,789 in + 30,435 out tokens | $1.9079
  7800/17588  (50.9/s)  [Cost] 15625 calls | 12,932,038 in + 31,243 out tokens | $1.9586
  8000/17588  (50.9/s)  [Cost] 16027 calls | 13,265,197 in + 32,047 out tokens | $2.0090
  8200/17588  (51.0/s)  [Cost] 16423 calls | 13,592,529 in + 32,839 out tokens | $2.0586
  8400/17588  (51.0/s)  [Cost] 16819 calls | 13,922,907 in + 33,631 out tokens | $2.1086
  8600/17588  (51.0/s)  [Cost] 17224 calls | 14,262,192 in + 34,440 out tokens | $2.1600
  8800/17588  (50.9/s)  [Cost] 17625 calls | 14,599,078 in + 35,242 out tokens | $2.2110
  9000/17588  (50.9/s)  [Cost] 18024 calls | 14,928,949 in + 36,039 out tokens | $2.2610
  9200/17588  (50.9/s)  [Cost] 18425 calls | 15,261,541 in + 36,841 out tokens | $2.3113
  9400/17588  (50.8/s)  [Cost] 18820 calls | 15,589,865 in + 37,631 out tokens | $2.3611
  9600/17588  (50.8/s)  [Cost] 19226 calls | 15,926,720 in + 38,443 out tokens | $2.4121
  9800/17588  (50.8/s)  [Cost] 19624 calls | 16,256,463 in + 39,239 out tokens | $2.4620
  10000/17588  (50.8/s)  [Cost] 20021 calls | 16,587,292 in + 40,033 out tokens | $2.5121
  10200/17588  (50.8/s)  [Cost] 20428 calls | 16,923,503 in + 40,847 out tokens | $2.5630
  10400/17588  (50.8/s)  [Cost] 20824 calls | 17,251,714 in + 41,639 out tokens | $2.6127
  10600/17588  (50.8/s)  [Cost] 21221 calls | 17,580,820 in + 42,433 out tokens | $2.6626
  10800/17588  (50.9/s)  [Cost] 21617 calls | 17,908,128 in + 43,225 out tokens | $2.7122
  11000/17588  (50.9/s)  [Cost] 22020 calls | 18,243,803 in + 44,031 out tokens | $2.7630
  11200/17588  (50.9/s)  [Cost] 22421 calls | 18,574,083 in + 44,833 out tokens | $2.8130
  11400/17588  (50.9/s)  [Cost] 22823 calls | 18,905,362 in + 45,637 out tokens | $2.8632
  11600/17588  (50.8/s)  [Cost] 23216 calls | 19,231,633 in + 46,423 out tokens | $2.9126
  11800/17588  (50.8/s)  [Cost] 23630 calls | 19,572,797 in + 47,249 out tokens | $2.9643
  12000/17588  (50.8/s)  [Cost] 24029 calls | 19,905,010 in + 48,047 out tokens | $3.0146
  12200/17588  (50.8/s)  [Cost] 24426 calls | 20,232,980 in + 48,840 out tokens | $3.0643
  12400/17588  (50.9/s)  [Cost] 24818 calls | 20,557,705 in + 49,624 out tokens | $3.1134
  12600/17588  (50.9/s)  [Cost] 25215 calls | 20,888,941 in + 50,418 out tokens | $3.1636
  12800/17588  (50.9/s)  [Cost] 25629 calls | 21,237,055 in + 51,246 out tokens | $3.2163
  13000/17588  (50.9/s)  [Cost] 26026 calls | 21,570,659 in + 52,040 out tokens | $3.2668
  13200/17588  (50.9/s)  [Cost] 26424 calls | 21,897,088 in + 52,836 out tokens | $3.3163
  13400/17588  (50.9/s)  [Cost] 26824 calls | 22,225,782 in + 53,636 out tokens | $3.3660
  13600/17588  (50.9/s)  [Cost] 27218 calls | 22,551,024 in + 54,424 out tokens | $3.4153
  13800/17588  (50.9/s)  [Cost] 27625 calls | 22,884,260 in + 55,238 out tokens | $3.4658
  14000/17588  (51.0/s)  [Cost] 28019 calls | 23,210,253 in + 56,026 out tokens | $3.5152
  14200/17588  (51.0/s)  [Cost] 28428 calls | 23,547,369 in + 56,844 out tokens | $3.5662
  14400/17588  (50.9/s)  [Cost] 28825 calls | 23,874,436 in + 57,638 out tokens | $3.6157
  14600/17588  (50.9/s)  [Cost] 29222 calls | 24,203,322 in + 58,432 out tokens | $3.6656
  14800/17588  (50.9/s)  [Cost] 29625 calls | 24,535,506 in + 59,238 out tokens | $3.7159
  15000/17588  (50.9/s)  [Cost] 30030 calls | 24,871,564 in + 60,048 out tokens | $3.7668
  15200/17588  (50.9/s)  [Cost] 30424 calls | 25,199,551 in + 60,835 out tokens | $3.8164
